Q12913 P46087
Q7L8L6 Q9Y399
Q07020 P62277
P02751 Q96AG4
Q92542 Q7L9B9
Q9BUN8 Q8TCJ2
Q92820 Q13443
Q9HCS5 Q14126
Q9UHD9 Q30KQ5
Q15185 P51587
Q13573 P55060
P62277 P49207
Q9BSH4 P82673
P01730 Q9NSD9
Q96DZ9 Q96GC9
Q92820 P54802
A8MVS5 Q86XI2
Q02543 P62081
Q15646 Q9NZT1
O75147 O60783
P32927 P26951
Q15435 Q6VY07
Q9BU61 P03923
Q504Y0 Q6P1Q0
Q9UBM4 Q13332
Q8N2G4 Q9UKP4
P16410 A2RU14
Q8WXQ8 Q9UBV2
Q6IN84 Q96C36
Q9HCS5 Q8WVQ1
Q9NZR2 P05067
Q6ZSA7 Q8N2A8
Q9Y3B7 Q9BSH4
Q86YD3 Q641Q3
Q9GZQ3 Q8N398
O75147 Q8WVM0
Q96AG4 Q15293
P40337 P26006
Q66K64 Q8WXF8
Q7Z6G3 Q9BVI4
Q9NZ01 P22695
P09693 P04216
Q9UKF2 Q6AZY7
Q9BW61 Q66K64
Q8N336 Q8TF66
Q9HD43 Q9H0C8
P02741 P26022
O15194 Q00587
Q9UJJ9 Q3T906
O14980 Q8IW35
P18031 O95573
P29692 Q9NS69
Q9BUB7 Q4G176
Q12888 P48556
Q6UW88 Q9NPL8
Q8TB96 P14625
Q9BSH4 Q96C36
Q4ZIN3 Q9BVT8
P18077 P62906
A6NJ78 Q7Z7F7
Q8N6Y1 Q9NYQ7
O15371 P62269
Q8WZ79 P15289
P14314 Q96PZ0
O75439 Q8TCS8
Q9UK80 P40818
Q9H0F6 P62136
P27487 Q7Z7M0
P10909 Q07812
Q9GZQ3 Q9UJ14
Q6ZSA7 P16260
P01876 Q9P209
Q9UBG3 Q12931
Q30201 Q96HI0
P04150 Q9Y5X4
P20333 Q13257
Q8N668 P01876
Q13573 O15160
Q8TDB4 Q9UK39
P04150 Q9NQ55
P33681 O43808
P41223 P05067
O15393 O43592
O95985 O15144
P02751 Q02878
Q9UHD9 O75830
O95456 O60936
Q5T036 Q5MIZ7
Q96B26 Q9NP98
Q8WWF1 P98161
O60462 P15692
Q6WN34 P02679
Q0VD86 Q9NZV6
P01185 P40337
P51648 Q8TC07
P04040 P28340
Q9UNH5 Q8IYB3
Q15370 Q7RTR2
P04233 O15371
P83111 Q9NQH7
Q9BV90 Q5JST6
P12830 Q13332
P28827 P46379
Q9NQC7 Q9UBM7
Q9UKA2 Q6MZM0
Q86T82 Q9H307
O15173 Q96H72
Q03405 Q15527
Q15762 Q9UBH6
Q96LA8 Q96H20
Q6NYC1 O15355
Q96HY6 Q9Y2X3
P26012 P10451
Q7L2J0 P15880
Q9Y3B7 Q4J6C6
Q9GZP9 Q15011
P22304 Q6ZT21
Q99848 Q9UKD2
O75147 Q9NQH7
P28329 Q8TBE0
Q9BUB7 Q9Y399
O95278 P20674
O43240 P04003
Q9NSD9 Q92598
Q8WYA6 P06748
P19387 Q9Y535
Q8N5N7 Q6P087
O00180 Q9H061
Q14108 O15144
P27694 Q7Z739
O43493 P40337
Q86X19 Q8WTV0
Q8NI37 Q10713
Q9HCN8 O00462
Q8NE86 Q6L8Q7
O15205 O95456
P08697 P00749
Q99442 Q9ULF5
P05161 P28838
Q9NRS4 Q9P2B2
Q9NYB0 Q9GZR1
P03372 Q15257
Q6EMK4 Q12769
Q96NH3 Q9NS69
O15205 O43592
Q05D32 P46060
P26367 Q9Y2V3
P01185 P54802
P30305 Q9UK80
P11279 O95573
Q9Y2R9 Q12888
Q13158 P25445
Q13568 Q14653
Q9Y639 Q5JPH6
Q9UKF2 Q9UGT4
O15503 O43707
Q16790 Q9Y5L0
O00198 Q16548
Q9Y3C1 P05067
P27695 P50914
Q9NYF0 Q96HN2
Q9UHI8 Q9H501
Q9UNS2 P78395
P59046 Q9ULZ3
Q9P2X0 Q8N128
P05161 Q9NZ01
P18031 Q16799
O95677 P36551
P06748 Q6P161
P07954 P06737
O76024 P21964
P11912 Q9UK39
O15205 O00255
Q9BXR5 Q6NUQ4
Q9NWB6 O15234
O15194 Q6VY07
P03952 Q14112
Q99943 P01860
Q96HY6 Q9Y324
P03372 P56134
Q9BXJ2 Q14773
Q6UXG8 Q9Y5L0
P12830 Q99848
Q9NZQ7 Q9BQ51
Q9P206 Q5SYE7
O00442 P22735
Q71RG4 P28799
Q96H96 Q00325
Q9UIR0 Q9NY47
P49006 Q9BRJ2
Q8NFR7 Q9GZZ8
P00734 P04070
Q9NX40 Q56VL3
P40337 Q9UDY8
P01008 P53597
O00339 B9A064
O75462 O00462
O75380 Q6NUK1
Q9P2M1 Q13573
P01880 Q86VZ4
O60356 O00567
O14980 O00418
Q9Y5Y6 O75882
Q9NR96 O14967
P12694 P83111
O14931 Q9Y2E5
P33681 Q15116
Q13241 Q8NCH0
O00180 P48723
Q96HY6 Q01780
Q9H9S0 O60934
Q13561 O15027
P30307 Q9UMX1
Q9NWD8 O14562
Q9HCN8 Q9NRB3
Q9H7Z7 O75882
O75439 Q9H0R6
P19438 Q9NYH9
Q7Z4G1 Q6PCB8
P03372 Q9NY61
Q15256 Q15013
Q9UQV4 O95210
P15289 O95407
P05161 P53396
Q9H8J5 Q9BXB1
P19652 Q9NYL5
O15496 Q96SZ6
Q13683 P10451
O43772 O95202
Q8NA92 Q9NVM4
Q9NUM4 P16278
Q9UJV8 Q99848
P12830 Q13443
P04150 Q9UDR5
P62241 Q9H501
Q92934 P05067
Q92540 Q14814
O15145 O00401
P26951 Q9P2E7
Q9UKF7 Q96DZ9
Q6UY14 Q92551
P14316 Q96C36
P62906 P62277
Q7L2J0 Q8IX12
Q9H6X2 Q9UIW2
O43240 Q9UGM3
P27930 O15228
P50222 Q9H0C2
Q9P000 Q9Y6G5
P29350 Q01780
P02675 P28676
Q9UNN4 Q8TAU0
Q9NZC2 P05067
P98153 Q9ULF5
Q96PB8 Q6QAJ8
Q9NYB0 Q7L4I2
P29966 Q5JTV8
O43493 Q9NZ01
P27658 P32242
O75822 Q9Y262
Q9NUX5 Q9BYE2
Q7L2J0 Q15003
P32418 Q9HCY8
Q86V88 Q13573
A6NJ78 Q9BYD1
Q30201 Q14393
Q9H5F2 P27658
O60356 P27694
Q9NR96 P21580
O43395 Q9Y2W1
O60447 Q8WWY3
Q9BY76 Q9NRN7
P98172 A5PL33
P03372 Q9NVH0
Q9ULY5 Q9H490
Q96HY6 Q5JTW2
P50222 O60678
P49639 Q99447
Q99608 Q9Y4W2
P62487 Q9UHC6
P04150 Q9P0J1
Q9NZN8 O95985
Q96GX1 Q15904
Q6P087 Q9H9J2
P46776 Q9H9J2
A6NJ78 Q96A35
O95196 P05067
A6NJ78 Q8N5N7
P27918 Q9NQ79
Q5BKX5 O75360
O43240 P27169
P16871 Q13021
O14980 Q86TC9
Q9UQV4 P11717
Q96HY6 Q9H3K6
Q9UK85 Q14703
Q02080 Q14814
P84996 Q9NX40
P54578 Q8IYB3
Q9NQC3 Q16799
Q13573 Q10570
P55103 P08476
P29966 Q14160
Q9BYE2 Q8N128
O43561 P08034
Q9Y279 Q9NVV4
P62273 P62244
Q8N687 P12109
Q8NEG4 Q70CQ2
P02751 P09871
Q9NQC7 Q7KZF4
O75431 P18031
P27694 Q10570
Q9GZU5 Q96DZ1
Q6NVV3 P18031
P46781 Q9NRX1
P80370 Q5SWX8
Q2TAL6 Q9UHD9
Q15262 Q96EG1
Q86TH1 Q7Z6G3
Q99952 O00165
P19438 Q9NY26
Q14978 P46777
Q16790 Q5SNT2
P14138 Q9Y2E5
Q96AK3 Q9BRJ2
P06748 Q01780
P01008 Q9BXT5
Q8TBE3 Q9NS64
P17813 Q9ULX3
P34741 Q99584
O75489 O75880
Q6UWW9 A2RU14
Q8N766 P00395
Q9BYZ8 Q9BSL1
Q8WWF1 P62829
P01127 Q07021
Q99442 Q6ZWT7
P11279 Q9UBH6
Q8N9N5 P46527
P27695 P33121
P03372 Q86XI2
P18031 Q86UE4
Q13291 P22695
Q96AT1 O95400
Q02083 Q9NPL8
O75309 Q13433
Q6PIU2 Q9BSK2
P30049 P20674
Q9H5J8 Q15573
P49917 Q8N668
P15927 Q9Y3C4
Q12824 P05067
P31431 Q6PRD1
P13498 P19320
P15927 P00751
Q96HS1 Q9NPA0
O15503 P08476
Q8N7X4 O94811
O43291 P13498
P11279 P54136
P53708 P19823
O14980 Q9NX40
Q8NBM4 Q8N766
Q9BT04 Q7L5D6
Q9NUX5 Q9NQC3
P62917 P18077
P10275 O15027
O15205 P62269
Q8NCF5 Q8WVF1
Q9NRS4 P14625
P13598 P20701
Q2MV58 Q9Y4L1
P78310 O00400
Q8NBF2 P19623
Q15466 Q14994
P62917 P62081
Q9BX73 Q8NBJ9
P19320 P49458
Q9BVV7 P00395
O95407 Q15435
Q96L50 Q15370
P14316 O43299
P50914 O75309
O95831 Q96MM6
Q12888 Q12824
O14980 Q8IUC6
P46379 Q5MIZ7
Q99943 A8K2U0
Q9BUN8 Q9P035
P31431 Q92844
Q5T700 Q86X29
P35680 P46776
Q9NWV8 Q9BPX6
Q9Y3B9 Q9H7B2
P0CG37 P78357
P18077 O95202
O14713 Q9UNN5
Q01628 O43291
Q9NVH0 Q9Y676
Q9NYB0 P09884
O15503 Q9UNS2
O95498 O60353
Q6IN84 O75489
Q9HBL7 Q9NQC3
O60934 Q9NSU2
P98066 P16112
P14316 P18887
Q9UJM3 O15297
Q96HY6 Q9H7B2
Q8N386 Q86UT6
O75390 Q9NVV4
Q14512 Q9HAN9
O15393 Q15046
P08473 P82663
Q9UNN5 P51784
Q02297 O14944
Q6P5W5 P43304
P02675 P20810
Q9BZR6 P32242
Q8WUK0 Q00325
Q8WTR2 P19623
O95831 P13804
Q9H0C8 P39880
P10415 O95197
P16410 P17181
Q9BSH4 O75489
Q01344 Q24JP5
P11279 Q86UE4
Q9HBL7 Q8TEV9
P05161 Q8N766
Q8TDN6 P46777
P14316 P62861
Q9Y624 Q9NP70
O75390 O75380
Q96L08 Q9NRS4
P18627 O60245
Q13361 P17707
P32242 Q9H2X0
P02751 P62861
P40259 Q9UBH6
Q15526 O43181
Q9NS69 Q96AG3
P46776 P62906
P08603 P02741
P80370 O43427
O43291 Q8WV83
Q9H7Z7 O94782
Q8TCB7 A2RUC4
O94888 Q15370
O43854 P18084
Q9H4L4 Q96BY7
P29350 Q9H7B2
Q9HC62 P81605
O75817 Q5JVS0
P02741 Q9UNX3
Q8WWF1 Q9NRB3
P19320 Q16643
Q86VU5 Q5MIZ7
Q9UHV2 Q9H503
Q02543 Q96G21
Q96PQ1 Q13505
Q504Y0 Q96N66
Q6PJF5 Q9Y6I9
P47871 Q8N201
Q9NX40 Q9NZ01
Q06141 P34741
P16871 P55084
O15205 Q15046
P08034 Q96DZ9
Q8WXI8 P49458
P05423 Q8IXW5
P35680 P26367
Q12931 Q9H9J2
Q10713 O95202
P27797 P14625
Q8WZ79 Q14738
Q9Y2K5 O15027
Q9ULW3 Q9P015
Q9NY25 Q5ZPR3
O15503 P02751
Q8TB96 P61009
Q14694 Q15046
P98164 P05121
Q6NUS6 P14625
Q05209 Q15459
P12034 P01133
Q8NE86 P82673
Q8WUK0 Q92621
P30305 Q9BQ89
Q5SWW7 P32242
Q6UWV2 O60487
Q92504 Q6UWP7
Q6UXG8 Q8TC07
Q9ULK4 P99999
P07766 P40259
P22459 O75147
O95831 Q96JX3
P60903 P49458
Q99442 O75976
Q14896 Q8TB22
P30203 O00411
O60568 Q5JSZ5
Q6P1X5 Q9BXS6
Q9Y639 Q8N8R3
P20273 O60602
Q9NPY3 P11117
P27487 O95999
Q5H8A3 P43251
Q6FHJ7 Q06190
P01833 Q9Y2J2
O43561 P29350
Q56VL3 Q96HI0
Q9Y5Z9 P04035
Q96L08 Q0VAQ4
Q8N3J5 Q96DP5
Q8TB96 P49458
Q96CF2 O60568
Q9NZN8 Q7Z739
Q9BZR8 P08243
Q9UK80 Q8TC76
Q08334 Q969J5
O95425 Q99572
P56180 Q15629
P02679 P02675
Q4G0W2 Q9NZJ7
O00339 P62917
Q6P5W5 Q5SNT2
Q13045 Q70EL1
Q99435 O00411
Q8N1E6 Q12841
O75390 Q9BRJ2
Q5H8A3 Q9BSL1
P07814 Q9P035
Q03405 P49641
P11912 Q9BV81
Q9NWT6 P53007
Q9BRR6 Q8N766
P03372 Q6UUV9
Q15370 Q9P2J5
Q96CF2 P53396
P06396 Q71RG4
Q8WUX9 P55212
O60356 Q16875
Q96AG4 Q9UHG3
Q9NVH0 Q9BYD2
Q96AG4 Q99618
O95672 Q14393
Q96HY6 P04004
Q9UMR7 P12830
Q9Y234 Q9UMX1
P49207 P30050
P13489 P31267
P11912 O14735
P15812 Q9UK28
Q86X76 Q9Y2S7
O95985 P07814
P27487 Q9Y2I1
P41217 Q9NPA0
O60568 P55084
O75607 Q8WTT2
A2A3K4 P60891
O75607 P61353
P17813 P57088
O75604 Q9Y262
Q9BXB1 O00411
Q9NX40 Q9UIF7
P02675 O00625
Q14392 Q8WVQ1
P03372 P51648
O15173 Q7L5A8
Q99442 Q9H9S5
P08263 P05067
P14316 Q86UE4
O00468 P02751
O60663 P05067
O95672 Q9Y219
O75390 Q9UDR5
Q16658 Q8IY17
Q9BUN8 Q96AG4
Q96HY6 P49207
P55055 P28702
P02751 Q96HS1
P51587 Q9H461
Q9BTV4 Q9BXS4
Q00325 P51571
Q53H82 Q9P0J1
Q9Y324 P05120
P50222 Q8NFA0
P10415 P56589
Q9BRK5 O95258
O75607 P26641
P34741 Q03167
Q9HBV2 Q0VAQ4
Q13568 O14980
Q9UNA3 Q7L8L6
Q86X19 Q8NFJ5
Q5JTV8 O95831
Q6UXG8 Q12769
Q7Z6L0 Q9NZT1
Q9BSH4 Q96EY4
A6NJ78 Q99932
Q9H7H0 Q9BSH4
Q96RD7 P46776
Q99932 Q8WU58
Q9ULY5 Q96SQ9
Q9NX52 P55061
Q9NY27 Q9Y4E8
Q15526 Q9NX40
Q9GZP9 Q8N766
O43240 P29350
O95870 Q6PI78
Q9NPH0 Q16595
Q02297 Q9BXB1
Q8IWZ6 Q70EL1
Q9UIR0 Q12891
Q9Y3B7 P82933
O00418 P60866
P50914 O60287
P26842 Q5SWX8
P29350 P49207
Q6P1J9 P26641
Q14392 P01137
O75390 Q9P0J1
Q9H0E3 Q15370
P09758 P78395
Q86X76 P56181
Q92820 O15533
P10768 Q5TGI0
Q969W9 P01833
O43291 Q6MZP7
Q7Z4G1 Q86X83
Q99836 O60602
P17813 Q96S97
Q9NUM4 Q8IWF2
Q9H3M0 Q8TDN1
O75534 Q16549
Q8NHX9 Q15125
Q96DZ1 Q9UBU6
P08473 P60484
P40238 Q9Y6N7
P11279 Q9P2D6
P62910 P08865
Q05586 Q96RI1
O75380 Q16822
Q15435 P09110
P01137 O95999
P00480 O60783
O43766 P19971
P36578 Q7Z7K6
P13804 O14561
Q01628 O15027
Q13635 Q7L5N7
P98161 P02751
Q24JP5 Q9Y4E8
Q9BYE2 O94923
P16455 P11387
Q30KP9 Q01459
Q8N766 Q6YHK3
Q9NUM4 Q12805
O60356 O43395
P31314 P13056
O60356 Q9Y2W1
O75147 Q8TAQ2
O75439 Q96EY7
Q96AG4 P50454
Q01628 P04233
O75197 Q9H461
Q9NQ34 O75882
P35858 Q9UBV2
O75607 Q96BW1
Q96S66 Q15813
P46776 P18077
P46776 O95453
Q9Y2I6 Q00325
Q8WV48 P04035
P28838 P05067
Q96SI1 Q7Z412
Q9UBU6 Q92896
Q8N3Z0 P55809
O75439 Q96GC5
Q14790 P42261
Q9UBX2 P06396
P20674 Q8N7H5
Q9Y279 Q00587
Q0VD86 Q8N7U7
Q6NUJ2 A4D1S0
Q9Y324 Q9ULZ3
Q9H7H0 Q4J6C6
O43847 Q53SF7
O14732 Q9BY32
P40337 O14737
P11279 P16070
Q9NR63 Q5SWX8
Q9Y6Z7 O76061
P46776 P62081
P04004 P53396
Q10713 P55809
P58557 O75648
Q9UMR7 Q9BRY0
O43240 P02751
O95433 P62081
Q14118 O43556
Q9UBR4 Q8NA54
Q9NRE1 Q14156
P37231 P50454
O43915 Q13443
Q8N9N5 Q9BUL9
Q9NR45 O60603
P60891 Q9NTN9
P43897 Q9HA77
Q96HY6 Q9UM00
Q96GX1 Q6NUQ4
P98066 Q8IXW5
Q96QE5 P82673
Q09666 O15027
Q9Y294 Q13111
Q96HD1 P03915
Q9NVH0 P18031
Q68D91 Q9Y624
P20155 O75439
Q96QK1 A6NKF1
Q96HD1 Q9BV10
P57054 Q0VAQ4
Q2MV58 Q92504
O15393 Q8IV08
P29966 Q99943
Q6EMK4 P28799
Q14767 P35556
P05161 O15533
Q9H213 P19438
Q16790 Q9Y3I0
P01871 Q5HYK3
O60828 P11686
Q6UWW9 Q9NSU2
P00451 P04070
Q9Y5Y6 P23142
Q86X55 P51825
A8MTQ0 P41238
P03372 P82673
Q96A22 Q5VU97
Q9BRN9 O43278
Q6UWV6 Q9Y619
P62277 P18077
P62277 O95453
A6NJ78 Q6L8Q7
Q9UJV8 Q15361
Q4G1C9 P78357
Q96A35 P82675
P28799 O00411
Q9Y6C2 P62829
P11387 Q00325
O75817 Q9H6R4
P27487 Q9HCN8
O75147 Q9H6F5
P62277 P62081
Q9ULW3 Q9BUL9
Q13155 P08865
Q86YD3 Q96KR4
Q92820 Q9Y2E5
Q8WVJ2 Q96RD6
Q8NAV1 P30533
O43240 P05156
O14980 Q00587
P24821 P10909
Q9UQV4 Q9NUM4
Q92820 Q9UFC0
Q969N2 P06702
P03372 P78346
Q9Y6G5 Q9GZQ3
Q969P0 P30050
P28068 Q53R41
Q01628 P40818
P05114 Q8N371
Q05D32 Q02878
Q6P087 O95202
P48634 Q9H7E2
Q9UJ70 P37287
O15205 Q96EK4
Q9NQ84 Q9NTK5
P00480 P49753
Q9NP73 Q5JSZ5
Q9ULZ3 P11279
P50914 Q8WTT2
P50914 P61353
Q9BUB7 O75880
P48634 Q9Y2K5
P78552 P24394
A6XGL0 Q6P1Q9
Q86WK6 O14523
Q99442 Q5SWX8
Q9Y240 Q70EL1
O43462 Q96BY9
P31314 O60783
P20333 P53007
P00742 P08709
P03372 P27695
P03372 Q5TA45
P42081 P10747
O95976 P05067
P15880 P62861
Q5SWW7 Q9NRY6
Q9H8X2 Q96N19
P80370 Q9BRR6
Q9HD47 P55212
P12259 P08311
Q8IUC6 Q92844
P62917 Q96G21
O60575 Q92743
P11686 Q9H013
Q0VD86 P38936
Q6UX27 Q53R41
Q13111 Q9UBU7
Q9Y4C4 P62508
P55084 Q8NBX0
Q10713 Q9BU61
Q13635 Q8NFZ8
Q969W9 P63098
P05067 Q96Q05
Q53H12 Q92485
Q96CF2 Q9H6F5
Q8N201 Q5TA45
P49639 O00468
P84996 Q07021
Q02083 Q2MV58
P05067 P22695
P11487 P15880
Q9Y2I6 Q07020
O15118 Q9NPA0
Q14442 P18031
O15455 Q13158
P28799 P32242
Q92552 P62841
Q53F39 Q7Z2K6
P02751 Q9P2J5
P12830 Q16658
P53396 Q6XQN6
P40337 Q8TBZ2
Q01344 Q6UWY0
P12830 P15151
Q99608 Q8IZH2
O14967 O95297
O43707 P03372
Q8WVJ2 Q16658
O00555 Q92551
Q9Y5V3 Q3ZCQ8
Q96EY7 Q9Y676
O60494 P27352
Q15293 P14625
Q96BY9 P25311
Q8NI37 O75439
P15880 Q9BQ70
P24071 Q9UKJ1
Q9NWT6 O15355
O00180 Q7Z2K6
Q9Y279 O14763
O14561 Q53H82
P05161 O76021
P37268 Q9UKY4
Q9BYD2 Q4U2R6
Q9H2A2 P05067
Q9NPD3 Q86UE4
Q96AG3 Q96CS3
Q96II8 Q9Y2L9
Q9Y294 Q6MZP7
Q96HY6 P24666
P01133 P26447
P62841 Q13530
Q8TB96 Q9NX14
Q7L5D6 P04179
Q9HCJ1 Q86SJ6
Q96HY6 O95433
O43186 Q9NRN7
P09529 P05111
P26641 O75096
O76024 Q9H816
Q7KZF4 Q99798
Q9NQQ7 Q15848
O95870 O75920
Q9Y5X9 Q9Y219
Q8N9N5 Q6MZP7
P19429 P63316
Q92851 P19438
Q99944 P00738
Q9BUB7 Q9Y676
P80404 P10768
Q8TCS8 P46060
Q9Y5L0 O43633
P11279 Q8IUW5
Q8NE86 O75489
Q9NQ79 Q9UFC0
Q96C01 Q99801
P27695 Q96P71
Q14627 P29350
P27695 Q99618
Q92820 P18031
O95433 Q9Y262
O75607 Q96CB9
Q9NQC7 Q9NYF8
P12830 P29692
Q9NYB0 Q13416
Q96CF2 O75431
A4D1S0 Q92604
O00534 P05067
Q6NUS6 P61009
P26641 Q9HBL7
Q96HY6 Q9Y3I0
Q9Y4E8 O43395
Q12815 Q96EK7
Q9UK85 Q15904
Q8WVJ2 P29692
Q96KP1 Q8TEY7
A2A2Y4 O43169
Q13635 P00749
P03372 Q14694
P07307 P62829
Q9UHD9 P05408
Q9NPB0 Q99720
P05067 P04216
Q9ULK4 Q53H12
P29966 O43324
P55210 P53602
P01135 Q6NUM9
Q6P1J9 P14625
O43291 Q6NUQ4
Q9NUM4 Q92626
P34741 P16144
O43772 Q8NBX0
Q96A22 Q9UBH6
O95390 Q8TEU8
P29966 Q02543
P46060 O00193
Q2HXU8 O15031
Q96EG1 O94952
Q9BRR6 Q92626
Q96RD7 O00400
Q07812 Q14653
Q8NHX9 O00165
Q8TDB4 P32189
Q8N5C6 P63098
Q9Y4E8 Q70EK9
Q8TC07 P14735
Q96JK4 Q9BY32
O76095 P37287
P48775 P27797
O14798 P50443
P05161 Q13045
Q96A65 Q86VI4
P03372 Q12888
P06396 Q86UY5
P11279 Q8IUR0
Q969W9 P01876
P07359 P00734
P13489 O75319
Q6UXB1 Q9BSL1
P27695 O75976
Q9HBL8 Q16643
Q86X76 Q9BYD1
Q9Y3C1 P46781
A8MVW5 Q969Z4
Q8N336 P30039
Q08J23 P06748
Q12931 O95202
Q15046 Q9P035
Q9Y5W5 Q15031
Q96RS6 P39656
Q9BUN8 Q16799
P30305 Q8TC07
P13473 Q96N66
O14672 Q92542
Q9NPL8 P18031
Q8IWT0 Q9Y3I0
Q99608 P08865
Q10713 O00411
Q15185 Q58FF7
Q8TB96 P20674
Q5JTB6 Q9P0I2
P00748 P07359
P98153 Q8TCT0
Q9NUM4 Q9UHF1
P99999 O14732
Q504Y0 Q8N2K0
Q9NQ55 O43159
P12830 O76021
Q12913 Q13224
Q96C11 Q96JC9
Q13361 Q7Z7A3
Q9NQX7 Q8NCH0
O95831 Q6PI48
O60356 Q8N7H5
P01133 P16144
P60484 Q9NQT4
Q9Y2Z9 Q07021
P05161 Q9Y520
Q70EL1 Q96CF2
Q9Y561 Q9UBF9
Q8N7H5 Q8IYB3
P05981 Q9UMR5
P50458 Q8WTT2
Q9Y2I6 O15228
P07307 Q6NUQ4
P04150 Q15046
P04003 Q8NC54
Q96CS3 P04181
Q05209 P10912
Q08J23 P46060
Q9H106 Q7Z7M0
Q9BXJ2 O43405
P13385 Q96S42
P01031 O15173
P06401 P62241
P00742 P13726
P03372 Q96B26
P42701 P29460
P62249 O76021
O75390 Q9Y6G3
P26367 O00287
P26006 P02751
P13473 Q14114
Q9Y294 Q16656
Q15678 Q9ULR3
Q504Y0 Q9H0Q3
P46531 Q9Y6X3
Q6IN84 Q9Y697
P00742 P10646
Q01780 Q8IZH2
Q9Y2I2 P43897
Q6NUS6 Q6P1A2
Q01344 P54802
P03372 Q6IN84
P05067 P39060
P12830 P20810
Q9HBL7 O75431
O15273 P28329
Q92540 Q9UIU6
Q8NBF2 Q08AM6
Q13573 Q15437
Q9ULY5 P15927
Q9BZI7 Q7L2J0
Q12824 P04150
P30533 O75096
O94966 Q9H0D6
Q99798 P05067
Q01113 Q96BY9
Q6ZS10 A2RU14
Q15121 Q8ND56
P20036 Q8IY17
O15118 Q96DZ1
P22304 Q2MV58
Q13115 Q16643
P00451 Q8NI22
O95672 Q9UIW2
Q96CM3 P82933
Q9BSH4 Q9Y697
Q9Y2K5 Q92540
Q8TDB4 Q8N8R3
Q6UXB1 Q86VZ4
Q92598 O60678
Q9HAN9 P05067
P15927 P06748
P29966 Q15043
Q96HY6 P62906
Q9UQV4 Q8NFA0
Q96RU2 Q96LD8
O14829 Q3ZCQ8
P06729 P01730
P24394 Q969Z4
Q9NP94 P21964
Q9Y2X3 Q9H6R4
P78324 P38646
P23352 Q8IYB3
Q9Y639 Q7Z3U7
Q96PZ0 Q8WTT2
Q15404 P05067
P03372 P51843
Q9Y4E8 O60256
Q96CM3 Q9NVS2
P10619 Q9Y248
Q969W9 P16298
Q9H3D4 Q86X55
Q9BXB1 Q15121
A6NJ78 P82673
O75648 Q15031
Q01151 P37287
O43493 P18031
Q0VD86 P61960
Q4ZHG4 P01834
P29084 Q9ULC4
P51784 O95602
Q9H4S2 P55957
Q8NE86 Q9BSH4
Q5BKX5 Q7L273
P43364 Q96HA8
Q9NYB0 P55081
Q96QE5 O75489
Q9Y5Y6 P35556
Q15125 O14735
Q9Y5V3 O95231
Q9ULW3 Q96PZ2
Q9UNI6 P24666
Q14694 Q9Y4E8
P29350 P62906
P20333 P38646
P05067 Q9UHY8
P10275 Q6P1J9
P84996 P23786
Q99689 Q9H2M9
O15194 P78310
P27695 P29084
Q13261 P31785
P49639 Q9H2X0
Q96BY9 P05120
P18077 Q8NBX0
Q9Y535 Q8IZH2
Q96CF2 P29692
P12830 P18031
Q96GY3 Q13442
P20823 Q92484
Q96K76 O60256
Q6UWB1 O15031
P00374 Q8N9N5
P03372 O75489
Q96HY6 Q7Z7K6
Q9NPL8 Q96PD2
A6NJ78 Q96C36
Q96GX1 O15258
Q9UK85 Q8N6Y1
Q6IA17 P05067
P41180 Q9UBS5
Q9P032 Q9NX40
Q9BRN9 Q9UDX5
Q92743 P43026
Q6P587 Q96SZ6
Q01638 Q9BXN2
Q13158 O60936
P27487 P14314
O14980 Q86VX9
O15393 Q15848
Q8N441 P09038
Q9Y279 Q92604
O15547 P19652
Q9BUN8 Q86UE4
P18031 O14735
Q96BH3 P08582
Q9H4S2 Q99618
P54578 Q5UIP0
P05981 P08709
Q13155 Q7Z6G3
Q96AG3 Q9BXK5
P03372 O15160
Q9Y6X3 Q8WX93
Q9NQC7 P04040
Q9P015 Q9NYK5
P00451 P24821
Q6UXL0 Q99650
Q9NQC7 Q02543
P27695 Q96HA8
O95971 P17301
Q14627 Q8NE86
Q9NYK5 Q4U2R6
Q8N766 Q9UKF6
P43897 Q9H2U2
P11912 Q9H3K2
Q8NC24 Q99650
Q53H12 Q15043
P10644 Q14694
Q9UK17 Q9Y679
Q9Y6C2 Q504T8
P03372 P30049
Q8NBF2 P06737
O00567 P62906
Q4J6C6 Q10713
P41235 O75469
Q96CW6 O14802
Q86X76 Q5JS54
Q96AG3 Q9NVH0
Q07020 P62829
A1A4G5 Q8IYS1
Q86XA0 P50454
Q9UJT9 P05067
Q92844 P20774
P98164 P30533
Q9H7H0 P82933
Q9NVH0 Q8WUX9
O14980 Q8ND56
Q9P0N9 Q9H3G5
Q6PJF5 P18031
P12830 Q13309
P11912 Q9NP94
P10451 P46777
Q6UXG8 P49770
O95971 O15031
Q16378 P06702
Q1X8D7 Q9UMX1
Q9UBQ0 Q9UBI1
P19387 Q96HS1
Q8TD46 Q9UKY4
Q01524 P05067
Q02083 O14735
Q99835 Q13635
O75462 Q6UXI9
Q9Y2I6 P52907
Q9NPL8 P05067
Q9NUM3 Q8WVQ1
Q8IYB3 Q14978
Q9BQ51 Q7Z4F1
Q9H8J5 P98164
P62136 P60484
Q6UY11 Q6UY14
O14980 P62269
O14980 Q96JC9
P21589 Q96SQ9
P13489 P38646
Q9UNI6 Q68D91
Q2HXU8 Q9BWS9
P06396 Q03405
